region,district,settlement,lat,lon,question,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,comment
Удмуртская Республика,Вавожский район,Жуё-Можга,56.826372,51.962095,,,,,,,,
Удмуртская Республика,Вавожский район,Заря,56.737222,51.499722,,,,,,,,
Удмуртская Республика,Вавожский район,Зелёная Роща,56.803380,51.903194,,,,,,,,
Удмуртская Республика,Вавожский район,Зетловай,56.697400,51.429800,,,,,,,,
Удмуртская Республика,Вавожский район,Зяглуд-Какся,56.811137,52.144033,,,,,,,,
Удмуртская Республика,Вавожский район,Зядлуд,56.720556,51.749167,,,,,,,,
Удмуртская Республика,Вавожский район,Зямбайгурт,56.760033,51.620905,,,,,,,,
Удмуртская Республика,Вавожский район,Иваново-Вознесенск,56.576667,51.739167,,,,,,,,
Удмуртская Республика,Вавожский район,Инга,56.863056,51.766667,,,,,,,,
Удмуртская Республика,Вавожский район,Какмож,56.851944,51.859444,,,,,,,,
Удмуртская Республика,Вавожский район,Какмож-Итчи,56.885833,51.847778,,,,,,,,
Удмуртская Республика,Вавожский район,Каменный Ключ,56.820000,52.170833,,,,,,,,
Удмуртская Республика,Вавожский район,Карсо,56.705000,51.713889,,,,,,,,
Удмуртская Республика,Вавожский район,Касихино,56.780000,51.808333,,,,,,,,
Удмуртская Республика,Вавожский район,Квачи,56.733889,51.428611,,,,,,,,
Удмуртская Республика,Вавожский район,Квашур,56.767222,51.554167,,,,,,,,
Удмуртская Республика,Вавожский район,Колногорово,56.664210,51.866080,,,,,,,,
Удмуртская Республика,Вавожский район,Косая Можга,56.665556,51.511389,,,,,,,,
Удмуртская Республика,Вавожский район,Котья,56.716944,51.806944,,,,,,,,
Удмуртская Республика,Вавожский район,Кочежгурт,56.586667,51.736667,,,,,,,,
Удмуртская Республика,Вавожский район,Лыстем,56.839167,51.807222,,,,,,,,
Удмуртская Республика,Вавожский район,Макарово,56.700000,51.940000,,,,,,,,
Удмуртская Республика,Вавожский район,Малиновка,56.728889,52.060833,,,,,,,,
Удмуртская Республика,Вавожский район,Малый Зяглуд,56.798611,52.122222,,,,,,,,
Удмуртская Республика,Вавожский район,Мокрецово,56.830278,51.571667,,,,,,,,
Удмуртская Республика,Вавожский район,Монья,56.754969,51.505069,,,,,,,,
Удмуртская Республика,Вавожский район,Нардомас,56.767778,51.445000,,,,,,,,
Удмуртская Республика,Вавожский район,Нижний Юсь,56.896944,51.702500,,,,,,,,
Удмуртская Республика,Вавожский район,Новая Бия,56.798333,51.696944,,,,,,,,
Удмуртская Республика,Вавожский район,Новое Водзимонье,56.838889,51.653889,,,,,,,,
Удмуртская Республика,Вавожский район,Новотроицкий,56.546111,51.779444,,,,,,,,
Удмуртская Республика,Вавожский район,Новые Какси,56.617222,51.847222,,,,,,,,
Удмуртская Республика,Вавожский район,Нюрдор-Котья,56.803500,51.874400,,,,,,,,
Удмуртская Республика,Вавожский район,Нюрпод,56.638333,51.775556,,,,,,,,
Удмуртская Республика,Вавожский район,Ожги,56.605556,51.778889,,,,,,,,
Удмуртская Республика,Вавожский район,Октябрьский,56.865556,51.903333,,,,,,,,
Удмуртская Республика,Вавожский район,Пужмоил,56.793611,52.074167,,,,,,,,
Удмуртская Республика,Вавожский район,Русская Изопельга,56.562222,51.801944,,,,,,,,
Удмуртская Республика,Вавожский район,Слудка,56.771111,51.838056,,,,,,,,
Удмуртская Республика,Вавожский район,Старая Бия,56.777222,51.662778,,,,,,,,
Удмуртская Республика,Вавожский район,Старое Жуе,56.546111,51.806111,,,,,,,,
Удмуртская Республика,Вавожский район,Сэръя,56.741944,52.180833,,,,,,,,
Удмуртская Республика,Вавожский район,Тушмо,56.717222,51.805833,,,,,,,,
Удмуртская Республика,Вавожский район,Тыловыл-Пельга,56.571944,51.738611,,,,,,,,
Удмуртская Республика,Вавожский район,Уе-Докья,56.746248,52.016186,,,,,,,,
Удмуртская Республика,Вавожский район,Холодный Ключ,56.721944,51.733056,,,,,,,,
Удмуртская Республика,Вавожский район,Чемошур-Докья,56.695833,52.038611,,,,,,,,
Удмуртская Республика,Вавожский район,Четкерь,56.724167,52.129722,,,,,,,,
Удмуртская Республика,Вавожский район,Чудзялуд,56.802222,51.775833,,,,,,,,
Удмуртская Республика,Вавожский район,Южно-Какможский,56.623056,51.561667,,,,,,,,
Удмуртская Республика,Вавожский район,Яголуд,56.734368,52.117188,,,,,,,,
Удмуртская Республика,Воткинский район,Бакаи,57.254987,54.280171,,,,,,,,
Удмуртская Республика,Воткинский район,Березники,56.956667,54.066111,,,,,,,,
Удмуртская Республика,Воткинский район,Беркуты,56.936389,54.063056,,,,,,,,
Удмуртская Республика,Воткинский район,Бисул Кучес,57.352778,53.620833,,,,,,,,
Удмуртская Республика,Воткинский район,Болгуры,56.938111,53.770000,,,,,,,,
Удмуртская Республика,Воткинский район,Болгуры,56.962857,53.768618,,,,,,,,
Удмуртская Республика,Воткинский район,Большая Кивара,57.183889,54.187778,,,,,,,,
Удмуртская Республика,Воткинский район,Верхне-Позимь,56.963056,53.658889,,,,,,,,
Удмуртская Республика,Воткинский район,Верхняя Талица,57.074167,53.748333,,,,,,,,
Удмуртская Республика,Воткинский район,Вязовая,57.058056,53.808889,,,,,,,,
Удмуртская Республика,Воткинский район,Гавриловка,57.034418,54.076601,,,,,,,,
Удмуртская Республика,Воткинский район,Галево,56.956944,54.104167,,,,,,,,
Удмуртская Республика,Воткинский район,Гамы,57.015000,53.811944,,,,,,,,
Удмуртская Республика,Воткинский район,Гришанки,56.991944,53.850278,,,,,,,,
Удмуртская Республика,Воткинский район,Двигатель,57.010278,53.917222,,,,,,,,
Удмуртская Республика,Воткинский район,Дома 58 км,56.882778,53.520556,,,,,,,,
Удмуртская Республика,Воткинский район,Дома 78 км,56.932227,53.824528,,,,,,,,
Удмуртская Республика,Воткинский район,Дрёмино,57.082222,54.158611,,,,,,,,
Удмуртская Республика,Воткинский район,Дубровино,57.293056,54.245278,,,,,,,,
Удмуртская Республика,Воткинский район,Евсино,57.002000,54.110000,,,,,,,,
Удмуртская Республика,Воткинский район,Забегаево,57.030278,54.311389,,,,,,,,
Удмуртская Республика,Воткинский район,Захарово,56.868056,53.703611,,,,,,,,
Удмуртская Республика,Воткинский район,Ильинское,57.232447,54.105997,,,,,,,,
Удмуртская Республика,Воткинский район,Июльское,56.919000,53.606500,,,,,,,,
Удмуртская Республика,Воткинский район,Кайсегурт,57.321944,53.487778,,,,,,,,
Удмуртская Республика,Воткинский район,Калиновка,57.099722,54.074722,,,,,,,,
Удмуртская Республика,Воткинский район,Камское,57.027222,54.198889,,,,,,,,
Удмуртская Республика,Воткинский район,Катыши,57.012500,53.774722,,,,,,,,
Удмуртская Республика,Воткинский район,Кварса,56.957778,53.944722,,,,,,,,
Удмуртская Республика,Воткинский район,Кельчино,57.235556,54.175556,,,,,,,,
Удмуртская Республика,Воткинский район,Кленовая,57.176772,54.066264,,,,,,,,
Удмуртская Республика,Воткинский район,Костоваты,56.903611,54.067500,,,,,,,,
Удмуртская Республика,Воткинский район,Красная Горка,56.957778,53.693333,,,,,,,,
Удмуртская Республика,Воткинский район,Кудрино,57.011944,53.571944,,,,,,,,
Удмуртская Республика,Воткинский район,Кукуи,57.005556,53.807222,,,,,,,,
Удмуртская Республика,Воткинский район,Ледухи,56.912778,53.842500,,,,,,,,
Удмуртская Республика,Воткинский район,Липовка,57.206111,54.139722,,,,,,,,
Удмуртская Республика,Воткинский район,Максимово,56.901944,53.823333,,,,,,,,
Удмуртская Республика,Воткинский район,Метляки,56.991389,54.035556,,,,,,,,
Удмуртская Республика,Воткинский район,Молчаны,56.869444,53.638056,,,,,,,,
Удмуртская Республика,Воткинский район,Нива,56.895833,53.971944,,,,,,,,
Удмуртская Республика,Воткинский район,Нижневоткинский лесоучасток,57.115598,53.805420,,,,,,,,
Удмуртская Республика,Воткинский район,Никольский,56.997222,53.658333,,,,,,,,
Удмуртская Республика,Воткинский район,Новосоломенники,56.996111,53.688889,,,,,,,,
Удмуртская Республика,Воткинский район,Новый,56.814444,54.033889,,,,,,,,
Удмуртская Республика,Воткинский район,Ольхово,56.897222,53.797222,,,,,,,,
Удмуртская Республика,Воткинский район,Осиновка,57.131944,54.119167,,,,,,,,
Удмуртская Республика,Воткинский район,Первомайский,57.068889,54.127500,,,,,,,,
Удмуртская Республика,Воткинский район,Перевозное,56.882500,53.923889,,,,,,,,
Удмуртская Республика,Воткинский район,Пихтовка,57.152778,54.140556,,,,,,,,
Удмуртская Республика,Воткинский район,Подгорный,57.199722,54.268611,,,,,,,,
Удмуртская Республика,Воткинский район,Романово,57.031389,53.696667,,,,,,,,
Удмуртская Республика,Воткинский район,Самолёт,57.266389,54.238611,,,,,,,,
Удмуртская Республика,Воткинский район,Светлое,57.057778,53.621944,,,,,,,,
Удмуртская Республика,Воткинский район,Сидоровы Горы,56.834722,53.813889,,,,,,,,
Удмуртская Республика,Воткинский район,Степаново,57.022778,54.362778,,,,,,,,
Удмуртская Республика,Воткинский район,Филиппово,57.093611,53.631111,,,,,,,,
Удмуртская Республика,Воткинский район,Фомино,56.865556,53.726389,,,,,,,,
Удмуртская Республика,Воткинский район,Фотены,56.920833,53.948611,,,,,,,,
Удмуртская Республика,Воткинский район,Хорохоры,56.916667,53.716667,,,,,,,,
Удмуртская Республика,Воткинский район,Черепановка,57.114722,54.166111,,,,,,,,
Удмуртская Республика,Воткинский район,Черновский Лесоучасток,57.159722,53.652500,,,,,,,,
Удмуртская Республика,Воткинский район,Чёрная,57.058889,53.505833,,,,,,,,
Удмуртская Республика,Воткинский район,Чёрный Ключ,57.080000,53.581111,,,,,,,,
Удмуртская Республика,Воткинский район,Шалавенки,57.207222,54.300278,,,,,,,,
Удмуртская Республика,Глазовский район,Абагурт,57.979722,52.658056,,,,,,,,
Удмуртская Республика,Глазовский район,Адам,58.139444,52.839722,,,,,,,,
Удмуртская Республика,Глазовский район,Азамай,58.089722,52.591389,,,,,,,,
Удмуртская Республика,Глазовский район,Артёнки,58.272778,52.956944,,,,,,,,
Удмуртская Республика,Глазовский район,Бабино,57.967778,52.433889,,,,,,,,
Удмуртская Республика,Глазовский район,Бадзымшур,58.271389,52.925833,,,,,,,,
Удмуртская Республика,Глазовский район,Большой Лудошур,58.079444,52.722222,,,,,,,,
Удмуртская Республика,Глазовский район,Большой Полом,57.739444,51.960000,,,,,,,,
Удмуртская Республика,Глазовский район,Ботаниха,57.726389,52.103333,,,,,,,,
Удмуртская Республика,Глазовский район,Бухма,57.697222,51.986944,,,,,,,,
Удмуртская Республика,Глазовский район,Васильево,57.855556,52.610278,,,,,,,,
Удмуртская Республика,Глазовский район,Верхний Сепыч,57.943333,52.775556,,,,,,,,
Удмуртская Республика,Глазовский район,Верхняя Богатырка,58.186944,52.680556,,,,,,,,
Удмуртская Республика,Глазовский район,Верхняя Слудка,58.215278,52.568056,,,,,,,,
Удмуртская Республика,Глазовский район,Верхняя Убыть,58.141667,52.518056,,,,,,,,
Удмуртская Республика,Глазовский район,Весьякар,58.124167,52.926389,,,,,,,,
Удмуртская Республика,Глазовский район,Выльгурт,58.233056,52.714444,,,,,,,,
Удмуртская Республика,Глазовский район,Главатских,57.922222,52.553056,,,,,,,,
Удмуртская Республика,Глазовский район,Гордъяр,58.211111,52.419444,,,,,,,,
Удмуртская Республика,Глазовский район,Гулёково,57.996944,52.449167,,,,,,,,
Удмуртская Республика,Глазовский район,Дзякино,58.179722,52.351111,,,,,,,,
Удмуртская Республика,Глазовский район,Долгоево,58.151111,52.956944,,,,,,,,
Удмуртская Республика,Глазовский район,Дом отдыха Чепца,58.143056,52.798056,,,,,,,,
Удмуртская Республика,Глазовский район,Дондыкар,58.255556,52.702222,,,,,,,,
Удмуртская Республика,Глазовский район,Емельяновка,57.997778,52.780000,,,,,,,,
Удмуртская Республика,Глазовский район,Ескино,58.236667,52.812222,,,,,,,,
Удмуртская Республика,Глазовский район,Заболотное,58.133056,52.878333,,,,,,,,
Удмуртская Республика,Глазовский район,Заризь,58.243333,52.418333,,,,,,,,
Удмуртская Республика,Глазовский район,Золотарёво,58.315000,52.825000,,,,,,,,
Удмуртская Республика,Глазовский район,Зотово,58.361111,52.927778,,,,,,,,
Удмуртская Республика,Глазовский район,Иваново,58.006111,52.516111,,,,,,,,
Удмуртская Республика,Глазовский район,Извиль,58.093333,52.538611,,,,,,,,
Удмуртская Республика,Глазовский район,Изошур,58.224167,52.845278,,,,,,,,
Удмуртская Республика,Глазовский район,Кабаково,58.184167,53.025556,,,,,,,,
Удмуртская Республика,Глазовский район,Карасево,58.161389,52.369444,,,,,,,,
Удмуртская Республика,Глазовский район,Качкашур,58.103889,52.785000,,,,,,,,
Удмуртская Республика,Глазовский район,Кельдыково,58.142778,52.920000,,,,,,,,
Удмуртская Республика,Глазовский район,Кляпово,58.255745,52.884306,,,,,,,,
Удмуртская Республика,Глазовский район,Кожиль,58.142222,52.449722,,,,,,,,
Удмуртская Республика,Глазовский район,Кожиль,58.170833,52.353333,,,,,,,,
Удмуртская Республика,Глазовский район,Колевай,58.104444,52.612778,,,,,,,,
Удмуртская Республика,Глазовский район,Коротаево,58.185833,53.115000,,,,,,,,
Удмуртская Республика,Глазовский район,Коротай,57.997778,52.569722,,,,,,,,
Удмуртская Республика,Глазовский район,Кортышево,58.170833,52.975556,,,,,,,,
Удмуртская Республика,Глазовский район,Коршевихино,58.227500,52.865833,,,,,,,,
Удмуртская Республика,Глазовский район,Коршуново,58.273333,52.763611,,,,,,,,
Удмуртская Республика,Глазовский район,Котнырево,58.034167,52.791667,,,,,,,,
Удмуртская Республика,Глазовский район,Кочишево,58.046944,52.740833,,,,,,,,
Удмуртская Республика,Глазовский район,Курегово,58.199444,53.059722,,,,,,,,
Удмуртская Республика,Глазовский район,Курья,57.710000,52.072222,,,,,,,,
Удмуртская Республика,Глазовский район,Кыпка,58.082222,52.463611,,,,,,,,
Удмуртская Республика,Глазовский район,Лекшур,58.121389,52.744167,,,,,,,,
Удмуртская Республика,Глазовский район,Лумпашур,57.871944,52.672778,,,,,,,,
Удмуртская Республика,Глазовский район,Люм,58.253056,52.460833,,,,,,,,
Удмуртская Республика,Глазовский район,Ляпино,58.260000,52.778611,,,,,,,,
Удмуртская Республика,Глазовский район,Макшур,57.958611,52.433056,,,,,,,,
Удмуртская Республика,Глазовский район,Малые Чуваши,57.730398,52.006643,,,,,,,,
Удмуртская Республика,Глазовский район,Малый Лудошур,58.095000,52.728333,,,,,,,,
Удмуртская Республика,Глазовский район,Митино,58.246944,52.838611,,,,,,,,
Удмуртская Республика,Глазовский район,Мыртыково,58.140278,53.001111,,,,,,,,
Удмуртская Республика,Глазовский район,Нижний Колевай,58.305000,52.420833,,,,,,,,
Удмуртская Республика,Глазовский район,Нижняя Богатырка,58.200556,52.619167,,,,,,,,
Удмуртская Республика,Глазовский район,Нижняя Кузьма,58.143333,52.420833,,,,,,,,
Удмуртская Республика,Глазовский район,Нижняя Слудка,58.206389,52.577778,,,,,,,,
Удмуртская Республика,Глазовский район,Нижняя Убыть,58.146667,52.528333,,,,,,,,
Удмуртская Республика,Глазовский район,Новые Парзи,57.931111,52.560833,,,,,,,,
Удмуртская Республика,Глазовский район,Озегвай,57.903889,52.611111,,,,,,,,
Удмуртская Республика,Глазовский район,Октябрьский,58.085444,52.866530,,,,,,,,
Удмуртская Республика,Глазовский район,Омутница,58.083333,52.916667,,,,,,,,
Удмуртская Республика,Глазовский район,Отогурт,57.887222,52.652222,,,,,,,,
Удмуртская Республика,Глазовский район,Парзи,57.938889,52.575556,,,,,,,,
Удмуртская Республика,Глазовский район,Парзинское СПТУ №7,57.910278,52.536944,,,,,,,,
Удмуртская Республика,Глазовский район,Паслоково,58.294722,52.823889,,,,,,,,
Удмуртская Республика,Глазовский район,Педоново,58.038889,52.543889,,,,,,,,
Удмуртская Республика,Глазовский район,Печешур,58.208611,52.490556,,,,,,,,
Удмуртская Республика,Глазовский район,Поздеево,57.975833,52.530000,,,,,,,,
Удмуртская Республика,Глазовский район,Полдарай,58.203333,52.796111,,,,,,,,
Удмуртская Республика,Глазовский район,Полом,58.174167,52.886389,,,,,,,,
Удмуртская Республика,Глазовский район,Полынга,58.106389,52.643333,,,,,,,,
Удмуртская Республика,Глазовский район,Помаяг,58.323889,52.783056,,,,,,,,
Удмуртская Республика,Глазовский район,Понино,58.247222,52.816111,,,,,,,,
Удмуртская Республика,Глазовский район,Порпиево,58.085556,52.656389,,,,,,,,
Удмуртская Республика,Глазовский район,Портяново,58.290833,52.716667,,,,,,,,
Удмуртская Республика,Глазовский район,Пудвай,58.345000,52.867778,,,,,,,,
Удмуртская Республика,Глазовский район,Пусошур,57.949167,52.724167,,,,,,,,
Удмуртская Республика,Глазовский район,Пышкец,58.236389,52.515833,,,,,,,,
Удмуртская Республика,Глазовский район,Разъезд Туктым 1181 км,58.057220,52.929440,,,,,,,,
Удмуртская Республика,Глазовский район,Савапи,58.039444,52.861111,,,,,,,,
Удмуртская Республика,Глазовский район,Самки,58.237778,53.088889,,,,,,,,
Удмуртская Республика,Глазовский район,Семёновский,58.114722,52.770556,,,,,,,,
Удмуртская Республика,Глазовский район,Сепыч,57.980758,52.770252,,,,,,,,
Удмуртская Республика,Глазовский район,Сергеевка,58.066389,52.625000,,,,,,,,
Удмуртская Республика,Глазовский район,Симашур,58.196667,52.746667,,,,,,,,
Удмуртская Республика,Глазовский район,Солдырь,58.147222,52.760833,,,,,,,,
Удмуртская Республика,Глазовский район,Солдырь,58.150000,52.774444,,,,,,,,
Удмуртская Республика,Глазовский район,Сянино,58.122500,52.403056,,,,,,,,
Удмуртская Республика,Глазовский район,Сёва,58.451667,52.956389,,,,,,,,
Удмуртская Республика,Глазовский район,Сёва,58.466944,53.003611,,,,,,,,
Удмуртская Республика,Глазовский район,Тагапи,58.231389,53.012500,,,,,,,,
Удмуртская Республика,Глазовский район,Татарские Парзи,58.004444,52.716667,,,,,,,,
Удмуртская Республика,Глазовский район,Тек,57.889167,52.598056,,,,,,,,
Удмуртская Республика,Глазовский район,Трубашур,58.005556,52.809722,,,,,,,,
Удмуртская Республика,Глазовский район,Тукбулатово,58.015556,52.413611,,,,,,,,
Удмуртская Республика,Глазовский район,Турай,58.168889,52.828333,,,,,,,,
Удмуртская Республика,Глазовский район,Удмуртские Ключи,58.043611,52.460556,,,,,,,,
Удмуртская Республика,Глазовский район,Удмуртские Парзи,58.014722,52.734167,,,,,,,,
Удмуртская Республика,Глазовский район,Умск,58.093333,52.837500,,,,,,,,
Удмуртская Республика,Глазовский район,Ураково,57.923611,52.695833,,,,,,,,
Удмуртская Республика,Глазовский район,Усть-Пусошур,57.953611,52.772222,,,,,,,,
Удмуртская Республика,Глазовский район,Усть-Пышкец,58.202500,52.515000,,,,,,,,
Удмуртская Республика,Глазовский район,Чажайский лесоучасток,58.332500,52.717500,,,,,,,,
Удмуртская Республика,Глазовский район,Чебершур,57.934444,52.590833,,,,,,,,
Удмуртская Республика,Глазовский район,Чиргино,58.126111,53.040556,,,,,,,,
Удмуртская Республика,Глазовский район,Чура,58.105833,52.513056,,,,,,,,
Удмуртская Республика,Глазовский район,Шалаши,58.495278,53.067500,,,,,,,,
Удмуртская Республика,Глазовский район,Штанигурт,58.113185,52.655146,,,,,,,,
Удмуртская Республика,Глазовский район,Штанигурт,58.113889,52.655000,,,,,,,,
Удмуртская Республика,Глазовский район,Шудзя,58.278889,52.538056,,,,,,,,
Удмуртская Республика,Глазовский район,Ягошур,57.966111,52.600833,,,,,,,,
Удмуртская Республика,Глазовский район,Ягул,58.240278,52.667778,,,,,,,,
Удмуртская Республика,Глазовский район,Якшино,58.060833,52.864167,,,,,,,,
Удмуртская Республика,Граховский район,Архангельское,55.989722,52.026667,,,,,,,,
Удмуртская Республика,Граховский район,Байтуганово,55.953889,52.227778,,,,,,,,
Удмуртская Республика,Граховский район,Батырево,55.946111,51.681111,,,,,,,,
Удмуртская Республика,Граховский район,Благодатное,55.997778,51.870556,,,,,,,,
Удмуртская Республика,Граховский район,Большая Ерыкса,56.023333,52.205556,,,,,,,,
Удмуртская Республика,Граховский район,Большой Шуберь,56.059167,51.877222,,,,,,,,
Удмуртская Республика,Граховский район,Верхний Бемыж,56.227778,51.714167,,,,,,,,
Удмуртская Республика,Граховский район,Верхний Выселок,56.014444,52.193056,,,,,,,,
Удмуртская Республика,Граховский район,Верхняя Игра,55.948056,52.105278,,,,,,,,
Удмуртская Республика,Граховский район,Верхняя Сайка,56.165000,52.193333,,,,,,,,
Удмуртская Республика,Граховский район,Газек,56.113056,51.979444,,,,,,,,
Удмуртская Республика,Граховский район,Гаранькино,55.971389,52.162500,,,,,,,,
Удмуртская Республика,Граховский район,Горные Юраши,55.947222,51.746944,,,,,,,,
Удмуртская Республика,Граховский район,Грахово,56.044722,51.955278,,,,,,,,
Удмуртская Республика,Граховский район,Заречный,56.028611,51.891944,,,,,,,,
Удмуртская Республика,Граховский район,Иж-Бобья,56.035556,52.065833,,,,,,,,
Удмуртская Республика,Граховский район,Каменное,56.038056,52.022778,,,,,,,,
Удмуртская Республика,Граховский район,Ключёвка,56.185278,52.127778,,,,,,,,
Удмуртская Республика,Граховский район,Козьмодемьянское,55.968333,51.912222,,,,,,,,
Удмуртская Республика,Граховский район,Кокшан,56.112222,52.123889,,,,,,,,
Удмуртская Республика,Граховский район,Котловка,56.118889,52.019167,,,,,,,,
Удмуртская Республика,Граховский район,Кузебаево,56.023000,51.968000,,,,,,,,
Удмуртская Республика,Граховский район,Кузнецово,55.953120,51.891350,,,,,,,,
Удмуртская Республика,Граховский район,Липовка,56.096111,51.984722,,,,,,,,
Удмуртская Республика,Граховский район,Лолошур-Возжи,55.997778,51.773333,,,,,,,,
Удмуртская Республика,Граховский район,Макарово,56.161944,52.078889,,,,,,,,
Удмуртская Республика,Граховский район,Мамаево,55.973333,51.850556,,,,,,,,
Удмуртская Республика,Граховский район,Мари-Возжай,56.011944,52.109444,,,,,,,,
Удмуртская Республика,Граховский район,Мещеряково,55.985556,51.733056,,,,,,,,
Удмуртская Республика,Граховский район,Мишкино,55.926667,52.084722,,,,,,,,
Удмуртская Республика,Граховский район,Нижние Адам-Учи,56.058056,52.014444,,,,,,,,
Удмуртская Республика,Граховский район,Нижние Юраши,55.967222,51.774444,,,,,,,,
Удмуртская Республика,Граховский район,Нижний Кокшан,56.105000,52.131111,,,,,,,,
Удмуртская Республика,Граховский район,Нижний Тыловай,56.035833,52.140833,,,,,,,,
Удмуртская Республика,Граховский район,Нижняя Сайка,56.152222,52.211667,,,,,,,,
Удмуртская Республика,Граховский район,Новая Бондюга,56.096111,52.178889,,,,,,,,
Удмуртская Республика,Граховский район,Новая Полянка,56.003611,52.176389,,,,,,,,
Удмуртская Республика,Граховский район,Новогорское,56.081389,52.167500,,,,,,,,
Удмуртская Республика,Граховский район,Новотроицкая,56.182222,52.146111,,,,,,,,
Удмуртская Республика,Граховский район,Покровская,55.978333,52.133056,,,,,,,,
Удмуртская Республика,Граховский район,Поршур,56.026667,51.702500,,,,,,,,
Удмуртская Республика,Граховский район,Порым,56.014444,51.975000,,,,,,,,
Удмуртская Республика,Граховский район,Русские Адам-Учи,56.078056,52.053333,,,,,,,,
Удмуртская Республика,Граховский район,Русский Куюк,56.078889,51.778611,,,,,,,,
Удмуртская Республика,Граховский район,Русский Тыловай,56.053611,52.140278,,,,,,,,
Удмуртская Республика,Граховский район,Сарайкино,55.912778,51.785833,,,,,,,,
Удмуртская Республика,Граховский район,Селянур,56.052222,51.722500,,,,,,,,
Удмуртская Республика,Граховский район,Славянская Слобода,56.150396,52.143940,,,,,,,,
Удмуртская Республика,Граховский район,Соловьёвка,56.136667,52.224167,,,,,,,,
Удмуртская Республика,Граховский район,Средние Адам-Учи,56.064444,52.047222,,,,,,,,
Удмуртская Республика,Граховский район,Старая Игра,55.930556,52.144722,,,,,,,,
Удмуртская Республика,Граховский район,Старые Ятчи,55.999722,51.659444,,,,,,,,
Удмуртская Республика,Граховский район,Сырян,56.187500,52.047500,,,,,,,,
Удмуртская Республика,Граховский район,Тайшинер,55.996389,52.170833,,,,,,,,
Удмуртская Республика,Граховский район,Удмуртский Возжай,55.997222,52.060278,,,,,,,,
Удмуртская Республика,Граховский район,Шарберда,55.966111,51.600556,,,,,,,,
Удмуртская Республика,Граховский район,Юрино,56.136944,52.081111,,,,,,,,
Удмуртская Республика,Граховский район,Яги-Какси,56.090833,51.950556,,,,,,,,
Удмуртская Республика,Дебёсский район,Аняшур,57.518611,53.742222,,,,,,,,
Удмуртская Республика,Дебёсский район,Ариково,57.668333,53.921667,,,,,,,,
Удмуртская Республика,Дебёсский район,Бадзимошур,57.611667,53.520556,,,,,,,,
Удмуртская Республика,Дебёсский район,Берёзовка,57.716944,53.781111,,,,,,,,
Удмуртская Республика,Дебёсский район,Бибаньгурт,57.578755,53.797111,,,,,,,,
Удмуртская Республика,Дебёсский район,Большая Кизня,57.616944,54.058611,,,,,,,,
Удмуртская Республика,Дебёсский район,Большая Чепца,57.704167,54.081667,,,,,,,,
Удмуртская Республика,Дебёсский район,Большой Зетым,57.598889,53.774722,,,,,,,,
Удмуртская Республика,Дебёсский район,Ваня-Чумо,57.718889,53.734167,,,,,,,,
Удмуртская Республика,Дебёсский район,Варни,57.683611,53.741667,,,,,,,,
Удмуртская Республика,Дебёсский район,Верхний Сылызь,57.546356,53.825857,,,,,,,,
Удмуртская Республика,Дебёсский район,Верхний Четкер,57.491944,53.627500,,,,,,,,
Удмуртская Республика,Дебёсский район,Верхний Шудзялуд,57.474167,53.735556,,,,,,,,
Удмуртская Республика,Дебёсский район,Гордъяр,57.731667,53.554722,,,,,,,,
Удмуртская Республика,Дебёсский район,Дебёсы,57.650000,53.816667,,,,,,,,
Удмуртская Республика,Дебёсский район,Дебёсы,57.651389,53.808889,,,,,,,,
Удмуртская Республика,Дебёсский район,Дзилья,57.554167,53.684444,,,,,,,,
Удмуртская Республика,Дебёсский район,Жилые дома кирпичного завода,57.621667,53.825556,,,,,,,,
Удмуртская Республика,Дебёсский район,Заречная Медла,57.624167,53.925278,,,,,,,,
Удмуртская Республика,Дебёсский район,Иваны,57.527500,54.011944,,,,,,,,
Удмуртская Республика,Дебёсский район,Ирым,57.634167,53.625278,,,,,,,,
Удмуртская Республика,Дебёсский район,Кедзя,57.498056,53.585556,,,,,,,,
Удмуртская Республика,Дебёсский район,Комары,57.720556,53.964444,,,,,,,,
Удмуртская Республика,Дебёсский район,Косолюк,57.700278,53.535556,,,,,,,,
Удмуртская Республика,Дебёсский район,Котегурт,57.676667,53.527500,,,,,,,,
Удмуртская Республика,Дебёсский район,Котешур,57.588056,53.697500,,,,,,,,
Удмуртская Республика,Дебёсский район,Леваньгурт,57.550000,53.776111,,,,,,,,
Удмуртская Республика,Дебёсский район,Легомувыр,57.536111,53.991667,,,,,,,,
Удмуртская Республика,Дебёсский район,Лесагурт,57.663056,53.690833,,,,,,,,
Удмуртская Республика,Дебёсский район,Лобаны,57.768889,54.134167,,,,,,,,
Удмуртская Республика,Дебёсский район,Малая Кизня,57.602222,54.026944,,,,,,,,
Удмуртская Республика,Дебёсский район,Малая Чепца,57.636111,53.765833,,,,,,,,
Удмуртская Республика,Дебёсский район,Малый Зетым,57.615000,53.811389,,,,,,,,
Удмуртская Республика,Дебёсский район,Марково,57.572222,53.907222,,,,,,,,
Удмуртская Республика,Дебёсский район,Наговицыно,57.649167,53.612222,,,,,,,,
Удмуртская Республика,Дебёсский район,Нижний Тыловай,57.477778,53.798611,,,,,,,,
Удмуртская Республика,Дебёсский район,Нижний Шудзялуд,57.474444,53.681389,,,,,,,,
Удмуртская Республика,Дебёсский район,Нижняя Пыхта,57.689980,53.996451,,,,,,,,
